"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","--- WORK_DTTM"
"1549","금낭화로6가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.472"
"1550","금낭화로6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.472"
"1551","금낭화로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.477"
"1552","금낭화로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.477"
"1553","금오로","일반도로","국지도로","확인","불가","2026-03-01 11:18:03.477"
"1554","금포로","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.477"
"1555","금하로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.477"
"1556","금하로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.477"
"1557","금하로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.477"
"1558","금하로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.477"
"1559","금하로16길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.477"
"1560","금하로18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.477"
"1561","금하로1가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.485"
"1562","금하로1길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.485"
"1563","금하로1나길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.485"
"1564","금하로1다길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.485"
"1565","금하로1라길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.485"
"1566","금하로1마길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.485"
"1567","금하로20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.485"
"1568","금하로21길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.485"
"1569","금하로23가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.485"
"1570","금하로23길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.485"
"1571","금하로23나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.491"
"1572","금하로23다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.491"
"1573","금하로23라길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.491"
"1574","금하로24가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.491"
"1575","금하로24길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.491"
"1576","금하로24나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.491"
"1577","금하로24다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.491"
"1578","금하로24라길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.491"
"1579","금하로25길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.491"
"1580","금하로28길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.491"
"1581","금하로29길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.496"
"1582","금하로30길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.496"
"1583","금하로3길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.496"
"1584","금하로527번길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.496"
"1585","금하로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.496"
"1586","금하로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.496"
"1587","금호~동소문선","일반도로","보조간선도로","중로1류","폭20-25m","2026-03-01 11:18:03.496"
"1588","금호~청구선","일반도로","보조간선도로","대로3류","폭25-30m","2026-03-01 11:18:03.496"
"1589","금호~행당선","일반도로","보조간선도로","중로1류","폭20-25m","2026-03-01 11:18:03.496"
"1590","금호로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.496"
"1591","금호로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.501"
"1592","금호로13길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.501"
"1593","금호로16길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.501"
"1594","금호로1길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.501"
"1595","금호로3가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.501"
"1596","금호로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.501"
"1597","금호산10가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.501"
"1598","금호산10길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.501"
"1599","금호산12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.501"
"1600","금호산14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.501"
"1601","금호산15가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.506"
"1602","금호산15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.506"
"1603","금호산17길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.506"
"1604","금호산2가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.506"
"1605","금호산2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.506"
"1606","금호산2나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.506"
"1607","금호산4길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.506"
"1608","금호산6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.506"
"1609","금호산8길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.506"
"1610","금호산9가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.506"
"1611","금호산9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.511"
"1612","금호산9나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.511"
"1613","금호산길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.511"
"1614","기아로","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.511"
"1615","긴고랑로","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.511"
"1616","긴고랑로10길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.511"
"1617","긴고랑로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.511"
"1618","긴고랑로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.511"
"1619","긴고랑로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.511"
"1620","긴고랑로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.511"
"1621","긴고랑로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.516"
"1622","긴고랑로16길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.516"
"1623","긴고랑로17길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.516"
"1624","긴고랑로19길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.516"
"1625","긴고랑로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.516"
"1626","긴고랑로20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.516"
"1627","긴고랑로22길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.516"
"1628","긴고랑로23길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.516"
"1629","긴고랑로25길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.516"
"1630","긴고랑로26길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.516"
"1631","긴고랑로27길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.522"
"1632","긴고랑로29길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.522"
"1633","긴고랑로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.522"
"1634","긴고랑로30길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.522"
"1635","긴고랑로31길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.522"
"1636","긴고랑로33길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.522"
"1637","긴고랑로35길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.522"
"1638","긴고랑로36길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.522"
"1639","긴고랑로37길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.522"
"1640","긴고랑로38길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.522"
"1641","긴고랑로39길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.527"
"1642","긴고랑로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.527"
"1643","긴고랑로40길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.527"
"1644","긴고랑로41길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.527"
"1645","긴고랑로42길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.527"
"1646","긴고랑로44길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.527"
"1647","긴고랑로45길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.527"
"1648","긴고랑로46가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.527"
"1649","긴고랑로46길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.527"
"1650","긴고랑로46나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.527"
"1651","긴고랑로47길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.532"
"1652","긴고랑로49길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.532"
"1653","긴고랑로4길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.532"
"1654","긴고랑로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.532"
"1655","긴고랑로6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.532"
"1656","긴고랑로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.532"
"1657","긴고랑로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.532"
"1658","긴고랑로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.532"
"1659","길음로","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.532"
"1660","길음로13길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.532"
"1661","길음로15가길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.537"
"1662","길음로15길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.537"
"1663","길음로7길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.537"
"1664","길음로9길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.537"
"1665","김상옥로","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.537"
"1666","김포대로","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.537"
"1667","까치산로","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.537"
"1668","까치산로10길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.537"
"1669","까치산로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.537"
"1670","까치산로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.537"
"1671","까치산로14가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.542"
"1672","까치산로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.542"
"1673","까치산로15길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.543"
"1674","까치산로16길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.543"
"1675","까치산로17길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.543"
"1676","까치산로18가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.543"
"1677","까치산로18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.543"
"1678","까치산로18나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.543"
"1679","까치산로18다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.543"
"1680","까치산로18라길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.543"
"1681","까치산로20가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.548"
"1682","까치산로20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.548"
"1683","까치산로22길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.548"
